,id_spatial,Long,Lat,Island,Coral,CCA,Turf,Macro,Other,Grazers,Scrapers,Browsers,Predators,Secondary,Effluent,Sedimentation,New_Development,Habitat_Modification,Invasive_Algae,Fishing_Comm_Total,Fishing_NonComm_Boat_Total,Fishing_NonComm_Shore_Line,Fishing_NonComm_Shore_Net,Fishing_NonComm_Shore_Spear,SST_CLIM_M,SST_STD,CHL_CLIM_M,CHL_ANOM_F,PAR_CLIM_M,PAR_STD,WAV_CLIM_M,WAV_ANOM_F,Regime
34,51,-157.0099936,21.18379908,Molokai,2.152190623,3.612605688,58.03228286,34.050730200000004,0.845503459,41.47768837,19.08044317,3.481915655,4.077126267,36.10333523,0.0,0.0,0.005619699999999999,0,0,0.0076533,0.0403173,0.0,0.0,0.0,26.709,0.9247350000000001,0.122900002,0.06319999700000001,54.69839859,9.552900314,57.75637054,0.081981003,2
317,530,-155.9602561,19.54853788,Hawaii,5.6,0.8,92.8,0.0,0.0,34.53967107,3.7994216830000003,8.761754836,0.0,62.731711399999995,282.9421387,0.0,0.13022930000000002,0,0,0.17750870000000002,0.5374666,29.1233273,3.0096967,7.417717,27.55,0.822759,0.0583,0.0138,42.082901,6.82460022,13.20345497,0.052250002000000004,3
601,986,-157.7231976,21.27344544,Oahu,8.8,5.4,29.0,5.2,50.4,3.049977348,1.339608704,0.0,0.0,6.895830693,2291.831299,1.249464,0.00416205,0,1,0.29174429999999996,2.4950718999999997,0.0,3.3990192,2.25803305,27.205,0.978141,0.090899996,0.138300002,54.796199800000004,9.286000252000001,3.960580111,0.184826002,1
544,903,-158.0233747,21.70447536,Oahu,1.006711409,0.0,90.60402688,0.0,8.053691277999999,1.083009741,0.0,0.0,0.0,5.360790183,2999.186768,8.78e-05,0.0008323,0,0,0.47669120000000004,0.3496836,0.0,0.0,0.47428679999999995,26.642,0.902214,0.135499999,0.069200002,53.67610168,9.513199806,88.037276,0.075026,1
508,850,-158.1894949,21.41198875,Oahu,10.77369728,0.334448177,85.91232455,0.16286642699999998,1.487586227,1.487275565,0.41607806399999997,0.104503594,0.0,9.704256082999999,0.0,0.03644475,0.00645415,0,0,2.0607307,1.04116935,0.0,0.0,2.09593475,28.144000000000002,0.959767,0.10450000300000001,0.0079,46.76119995,9.113499641,18.056385000000002,0.067229,1
234,431,-156.03108269999998,19.65153641,Hawaii,40.8,1.6,56.8,0.0,0.0,11.66295426,1.707508454,6.29751668,3.2550635939999997,48.6589914,0.0,0.0,0.026146299999999997,0,0,0.17750870000000002,0.5305664999999999,29.1233273,3.0096967,7.388476799999999,27.26600075,0.834820986,0.061700001,0.035599999,40.11780167,8.738200187999999,12.05419827,0.057534002,3
250,450,-155.99934069999998,19.83360475,Hawaii,28.10403215,8.582463489,51.50542499,0.0,5.8245469420000004,3.9075519780000003,8.332025413,1.526003024,4.450952818999999,21.73445266,0.0,0.0,0.0006831669999999999,0,0,0.0665927,0.31320933300000003,0.0,0.0,5.5158785,27.401999999999997,0.8821190000000001,0.091600001,0.17000000199999998,54.06439972,8.343099594,12.698544,0.053815999999999996,3
467,779,-159.58174609999998,22.22427785,Kauai,6.25,6.875,63.75,16.5625,3.4375,7.356090032999999,0.0,1.8870928319999998,0.7899782559999999,7.9899153489999994,1039.812363,5.114190325,0.0055444,0,1,0.0164428,0.119487025,10.461607,2.369221,0.93226565,27.469,1.041636,0.136099994,0.051399997999999995,53.63579941,10.06509972,77.96228027,0.07291900400000001,2
454,754,-160.0938857,22.021596600000002,Niihau,10.912244900000001,3.8,72.36734694,9.0,1.910204082,45.45110507,18.19387908,16.69421104,5.75673095,33.89112131,0.0,0.0,0.0,0,0,0.1202122,0.0092895,0.0,0.0,0.0,27.204,1.144957,0.08590000099999999,0.18580000100000002,55.30580139,9.644499779,91.00614166,0.074183002,2
451,751,-160.1164202,21.87242824,Niihau,1.0000000009999999,2.0000000019999997,49.00000005,36.66666663,10.00000001,4.742163101,0.0,0.0,100.2933885,5.573084955,0.0,0.10784469999999999,0.0,0,0,0.13418529999999998,0.0093994,0.0,0.0,0.0,27.311999999999998,1.084757,0.08060000099999999,0.154200003,55.02170181,9.447400092999999,4.747566,0.307692,2
602,988,-157.7215803,21.27100311,Oahu,3.8,3.6,64.8,7.4,15.8,0.0,0.376593457,0.0,0.088362421,3.584630962,2999.186727,0.242970667,0.000978,0,1,0.29174429999999996,2.493245033,0.0,0.0,2.2169752330000003,27.205,0.978141,0.090899996,0.138300002,54.796199800000004,9.286000252000001,3.489671273,0.182859336,2
316,529,-155.9367596,19.85020252,Hawaii,59.41789664,7.609736597,25.48788791,0.0,6.539596917999999,1.921134364,3.87555858,0.594440472,2.773866644,20.11486309,565.8842772999999,0.0,0.0024406999999999996,0,0,0.0665927,0.26140855,18.2019768,0.94057845,7.28564025,27.415,0.8566370000000001,0.091600001,0.17000000199999998,54.06439972,8.343099594,7.384759903,0.050294001,3
158,277,-156.6837055,20.54922655,Kahoolawe,61.6,1.6,31.2,0.0,5.6,22.25693011,10.934774699999998,20.5014009,112.8584081,55.42215502,0.0,0.032041599999999996,0.0,0,0,0.0,0.0,0.0,0.0,0.0,27.609,0.912466,0.07630000299999999,0.03359684,52.36600113,8.673478127000001,5.840462208,0.052055001,3
478,797,-159.5584967,22.228070499999998,Kauai,22.8125,5.0,60.625,1.875,9.6875,16.67914548,16.78291574,8.394089166,6.057958938,11.88642499,25379.91016,1.02339975,0.00737525,0,1,0.0164428,0.13191789999999998,5.2308035,2.369221,0.9297356999999999,27.469,1.041636,0.218999997,0.065200001,53.18399811,10.131799699999998,47.81438828,0.11907300400000001,5
149,262,-156.7015055,20.53196655,Kahoolawe,14.4,0.8,84.8,0.0,0.0,220.5444034,54.06044023,11.39022366,20.19330573,62.98722747,0.0,0.1182308,0.0,0,0,0.0,0.0,0.0,0.0,0.0,27.609,0.912466,0.07630000299999999,0.03359684,52.36600113,8.673478127000001,6.7733860020000005,0.103477001,3
356,583,-155.893206,20.12523456,Hawaii,19.93105967,2.707391667,56.75934807,3.392229344,12.81559603,3.022109201,4.5467338569999995,2.028002514,1.160728844,7.177303191,28.2942142,1.1184746,0.004206399999999999,0,0,0.011920299999999998,0.1868826,1.0921077,0.0,3.9465084000000004,27.496,0.8610770000000001,0.064300001,0.002,56.0243988,10.57929993,6.801821232000001,0.041487001,5
259,464,-156.0104385,19.64155625,Hawaii,53.6,1.6,33.6,0.0,0.8,21.66763852,0.0,2.686898255,14.58464898,43.63091405,84.8826447,0.0,0.026872399999999998,0,0,0.0,0.0,29.1233273,0.0,0.0,27.266,0.8348209999999999,0.061700001,0.035599999,40.11780167,8.738200187999999,7.760916233,0.074560001,3
398,667,-155.8255875,20.0105972,Hawaii,25.10113082,5.424289754,55.29787629,1.027397261,10.77962672,6.011561294,5.1468825460000005,3.8674585439999998,0.938284936,7.5681284060000005,4145.102539,88.8006973,0.040467800000000005,0,0,0.0665927,0.2259577,29.1233273,3.0096967,7.417215299999999,27.43600082,0.881882012,0.086300001,0.134399995,54.47240067,8.437299728,6.716183186,0.045400999000000004,5
487,821,-159.3251805,21.99935484,Kauai,11.4478114,1.010101009,85.18518517,0.0,0.6734007059999999,11.31908413,1.8454474769999998,3.2616253939999997,145.05444319999998,14.68500103,0.0,0.0197079,0.0315034,0,0,0.059321500000000006,0.5055829000000001,0.0,0.0,0.1067702,26.851999999999997,0.971086,0.0955,0.098800004,53.86520004,9.813300133,12.854455,0.208641,3
492,827,-159.2933184,22.08298201,Kauai,1.6835017190000001,17.17171719,70.70707078,4.3771043480000005,0.336700303,0.054909192999999995,0.0,0.0,0.0,2.0962248430000003,0.0,0.0,0.0027050999999999998,0,0,0.059321500000000006,0.45419620000000005,0.0,0.0,0.34609209999999996,26.759,0.9779479999999999,0.09480000300000001,0.098800004,54.29460144,9.880999565,15.97649,0.197893,1
114,184,-156.88582480000002,20.74116342,Lanai,60.8,2.4,36.8,0.0,0.0,9.515628073,12.89014019,1.52469194,6.164648862999999,19.14533864,0.0,2.48894595,0.029850900000000003,1,0,0.0,0.0,3.0152955,0.0,0.0,27.424,0.945783,0.08309999900000001,0.122500002,56.38880157,9.211700439,6.009460449,0.178081997,3
434,722,-154.8527979,19.44594886,Hawaii,7.70547947,28.50684931,47.98173516,7.956620997999999,2.5593607290000002,5.591475767,10.70759994,3.1283650460000003,1.985686193,9.814548345,311.2363586,0.0,0.07083300000000001,0,0,0.2864392,0.18744879999999997,29.1233273,0.0,7.121900999999999,26.393,0.825975,0.072800003,0.138300002,53.21350098,9.326700211,17.33595276,0.235421002,2
147,258,-156.6675174,21.0002128,Maui,15.65934709,5.365339828,35.52753058,5.770446893,36.73188106,5.15426135,2.97140644,5.455527174,0.68850353,22.77686489,24092.52344,4.839464942,0.064461167,0,1,0.040849300000000005,0.526637208,15.54643464,5.4284706,2.122971175,26.668000000000003,0.900151,0.1285,0.106700003,54.86090088,9.352600098,9.564455032,0.12117999800000001,5
185,322,-156.5395579,20.99272713,Maui,4.697986556,2.684563737,77.181208,4.3624161180000005,6.711409422000001,14.75229563,8.907215362999999,2.821720867,2.874465615,24.151937399999998,2362.566895,18.171844500000002,0.0162627,0,0,0.3998432,0.4376794,0.0,0.0,1.1914015,26.275,0.846707,0.134000003,0.0889,55.13840103,9.443799972999999,34.55353546,0.114014998,2
255,456,-155.99860869999998,19.82191158,Hawaii,10.77776941,1.926296267,55.34039965,23.54789272,7.222249362,8.709174362,1.4816922,1.504206304,0.0,7.791489863,127.3239594,0.0,0.004790967,0,0,0.0665927,0.321380467,29.1233273,3.0096967,7.368835467,27.401999999999997,0.8821190000000001,0.086099997,0.171900004,54.18859863,8.215999603,12.04111862,0.048337001,1
54,80,-156.97375680000002,21.0578069,Molokai,55.01436778,2.4209770269999997,18.36446362,19.35823757,2.41858234,2.933245859,4.806215206,0.617267181,7.179759542999999,5.123953847,2546.479248,0.016832,0.0003233,0,0,0.0168928,0.5910611,0.0,0.0,0.09991289999999999,27.247,0.902208,0.154599994,0.0889,55.71749878,9.361300468,1.83896,0.060905999999999995,5
440,736,-160.18595449999998,21.816696399999998,Niihau,2.39168248,5.040322581,44.07969639,16.30471221,25.12713473,0.0,0.0,0.0,0.0,1.6690290909999999,0.0,0.0,0.0,0,0,0.13418529999999998,0.002996,0.0,0.0,0.0,27.249000000000002,1.04308,0.08209999700000001,0.130400002,55.51490021,9.74339962,6.817955017,0.250369012,1
471,783,-159.5756961,22.22610904,Kauai,13.68610434,19.79166667,41.08767578,4.2591588830000005,15.27890048,46.97799732,0.009275353,49.81481555,3.509866695,29.64223187,4781.722168,7.599091367000001,0.0048266,0,1,0.0164428,0.122731067,3.487202333,1.579480667,0.8276222670000001,27.469,1.041636,0.136099994,0.051399997999999995,53.63579941,10.06509972,86.41101074,0.073550999,2
56,84,-156.9914101,20.78224914,Lanai,5.77312004,1.691487438,88.81228163,0.680272092,2.70500095,2.550696298,2.02938955,0.44431839799999995,0.629038064,8.918631568,0.0,4.996010299999999,0.022041599999999998,1,0,0.0580965,0.1745428,3.0152955,1.3700101,0.5825315,27.62599945,0.926355004,0.0766,0.09489999699999999,53.69810104,8.772100449,7.945322037,0.063646004,2
165,286,-156.64132419999999,21.01613647,Maui,14.1985755,5.4697056029999995,33.91111111,7.853941121,38.1,34.49316378,8.741025817,3.643868383,2.3072185419999998,35.74416646,4482.274943,37.82381818,0.047036067,0,1,0.006808216999999999,0.083897217,0.0,0.0,0.30971835,26.596,0.8973200000000001,0.132100001,0.112599999,54.46630096,9.430800438,14.89881611,0.10913217,5
442,739,-160.1731491,21.83974259,Niihau,2.7381402219999997,1.048951048,93.83623134,2.027027029,0.0,117.7436642,14.26123859,30.78906132,17.65664786,17.14990827,0.0,0.0,0.0,0,0,0.13418529999999998,0.0040454,0.0,0.0,0.0,27.249000000000002,1.04308,0.081799999,0.122500002,55.0685997,9.714300156,6.042431831,0.301580995,2
18,26,-157.2539104,21.17985605,Molokai,1.006711411,4.36241608,79.19463091,2.684563795,10.40268454,0.106318607,0.12617477900000001,0.0,0.0,1.7490192690000002,5135.399902,5.1233468,0.023677,0,0,0.013816899999999998,0.268046,5.622424099999999,0.0,0.3632019,27.075,0.975189,0.115400001,0.059300002000000004,53.95420074,9.429599762,31.11747169,0.085353002,1
445,742,-160.1629882,21.85718609,Niihau,1.0476190509999999,0.66666665,91.23809525,1.3571428509999999,5.357142851,59.66437105,10.23221298,135.778205,8.737058572,59.21696499,0.0,0.0,0.0,0,0,0.13418529999999998,0.005071,0.0,0.0,0.0,27.24900055,1.0430799720000001,0.081799999,0.122500002,55.0685997,9.714300156,5.010455132,0.300316006,2
273,480,-155.9849153,19.83849112,Hawaii,27.97684599,7.161967184,38.84758892,0.0,21.06276127,1.336687563,13.53748796,0.214143313,31.38615648,17.17409153,962.0032958999999,0.0,0.0021614,0,0,0.0665927,0.305185,0.0,0.0,5.2807789000000005,27.401999999999997,0.8821190000000001,0.091600001,0.17000000199999998,54.06439972,8.343099594,13.00713253,0.052446000000000007,3
376,620,-155.86666719999997,19.95176404,Hawaii,32.04497475,9.195625281,52.32800448,0.9508547009999999,3.760824336,32.29595189,34.4365683,2.41572344,5.237071085,10.27182454,2518.185059,0.0,0.092372425,0,0,0.0665927,0.24124765,7.280831825,0.752424175,6.973938125,27.5695,0.8743299999999999,0.090099998,0.138300002,53.56689835,8.327699661,8.269307966,0.0445205,5
438,732,-160.21092280000002,21.90685672,Niihau,5.133128415,4.502459016,73.15943025,3.604918033,13.60006429,8.897232321,23.21124363,35.97671566,19.52656628,34.48455472,0.0,0.0,0.0015415,0,0,0.1202122,0.0013571,0.0,0.0,0.0,27.180999999999997,1.110436,0.083300002,0.132400006,49.09700012,8.004400253,10.3292942,0.142676994,2
513,856,-158.154212,21.37621453,Oahu,4.0,3.0,91.0,0.0,0.3333333,0.001404374,0.0,0.0,0.0,2.2434965609999997,5970.079102000001,0.8615283000000001,0.011648,0,0,1.0427492,1.3318017,0.0,0.0,0.27173709999999995,27.848000000000003,0.967867,0.10450000300000001,0.0079,47.38439941,7.794400215,6.243114,0.071865,1
413,689,-155.36613169999998,20.05833174,Hawaii,46.67058824,4.680392157,34.262745100000004,3.1,11.18627451,35.19127499,30.61859851,15.59034345,13.46470425,21.09259678,5517.371582,25.4986973,0.0372994,0,0,0.0442969,0.0685343,0.0,0.0,0.0,26.455,0.829313,0.088600002,0.067199998,54.11220169,10.23250008,33.928466799999995,0.10567499699999999,5
396,660,-155.82847969999997,19.99384974,Hawaii,0.4,1.2,67.6,4.0,26.0,0.9800208,0.0,0.579009867,0.0,1.930073722,3239.6875,7.093269099999999,0.00567745,0,0,0.0665927,0.2291924,9.1009884,0.0,7.20629695,27.50600052,0.875096977,0.090099998,0.138300002,53.56689835,8.327699661,6.993148804,0.043443999999999997,1
206,379,-156.23192859999997,20.92913648,Maui,4.454609444,11.2995543,61.68895145,18.11634996,0.0,8.792295038999999,0.0,19.00325869,1.7844526319999998,11.46169296,5446.636231,2.0743622999999998,0.019775,0,0,0.0134203,0.2954811,0.40112020000000004,0.0,0.5153745,26.719,0.872718,0.118000001,0.055300000999999994,52.49240112,9.408800125,56.85333633,0.085142002,2
235,432,-156.0277185,19.64744062,Hawaii,45.6,6.4,48.0,0.0,0.0,12.10208305,6.4628899220000005,0.0,0.0,26.83030835,0.0,0.0,0.0256298,0,0,0.17750870000000002,0.5340355999999999,18.2019768,0.0,4.850059,27.266,0.8348209999999999,0.061700001,0.035599999,40.11780167,8.738200187999999,12.05419827,0.057534002,3
619,1024,-157.67349009999998,21.28112579,Oahu,6.031319915,3.351230395,73.89932885,4.024608505,11.35346757,20.15632439,1.291924221,0.0,0.6729041109999999,12.18877743,2699.268066,0.0,0.007628,0,0,0.29174429999999996,2.2167354,0.0,0.0,2.1646519,27.135,1.0006030000000001,0.090899996,0.138300002,54.796199800000004,9.286000252000001,12.12161064,0.219178006,2
393,655,-155.8301739,19.98068471,Hawaii,14.8,5.466666667,44.53333333,1.0,33.86666667,16.81758996,10.17268202,2.249469405,3.937326595,16.51573568,7894.085937999999,72.40691375,0.04964925,0,1,0.062409400000000004,0.070763875,29.1233273,0.0,0.0,27.50600052,0.875096977,0.090099998,0.138300002,53.56689835,8.327699661,8.221818923999999,0.04501,5
104,169,-156.8925552,20.73111063,Lanai,13.83946485,1.767224064,70.51371243,0.0,12.70903011,6.46447231,28.88071085,2.154642756,43.89636791,21.09873202,0.0,0.3196704,0.0214243,0,0,0.0580965,0.20552695,0.0,0.0,0.22662689999999996,27.424,0.945783,0.08309999900000001,0.122500002,56.38880157,9.211700439,6.4749159810000005,0.170074001,3
116,191,-156.8816282,20.7419102,Lanai,38.4,0.8,54.0,0.4,5.2,17.66166869,8.478471705,2.5852794169999997,7.652656016,13.18865667,0.0,5.465746599999999,0.02778865,0,0,0.0,0.0,0.0,0.0,0.0,27.424,0.945783,0.08309999900000001,0.122500002,56.38880157,9.211700439,5.6549229620000006,0.180610999,5
450,750,-160.1168146,21.97527655,Niihau,1.426038519,16.00303951,57.30243163,16.72239106,2.140324215,67.31018631,20.03105171,32.94916454,32.027415999999995,14.32976661,0.0,0.0,0.0010695,0,0,0.1202122,0.0063498999999999995,0.0,0.0,0.0,27.087,1.14685,0.07980000200000001,0.112599999,53.97180176,9.302599907000001,46.37356949,0.07924099999999999,2
248,448,-156.0008736,19.82070709,Hawaii,42.53749325,3.2703006439999998,49.23144773,0.0,4.738447272,2.691565747,0.0,0.621507575,0.0,10.42713232,127.3239594,0.0,0.0046497,0,0,0.0665927,0.3237222,29.1233273,1.50484835,7.20768475,27.401999999999997,0.8821190000000001,0.086099997,0.171900004,54.18859863,8.215999603,12.04111862,0.048337001,3
505,844,-158.2159224,21.45861937,Oahu,0.334448127,0.334448127,96.65551843,1.672240837,0.668896355,0.0,0.16152522,0.0,0.0,7.802738424,8544.852539,1.4695305,0.017701599999999998,0,0,2.0607307,0.7757779,0.0,3.3990192,2.2481058,27.813000000000002,0.968167,0.076099999,0.082999997,50.45949936,8.53219986,12.987454,0.068493,1
306,519,-155.9674306,19.58020647,Hawaii,6.4,4.8,72.4,0.4,6.8,8.437567705,12.77761609,3.340034171,0.025301862999999997,10.87798374,7186.730469,0.0,0.13022930000000002,1,0,0.17750870000000002,0.55170815,29.1233273,3.0096967,7.4166505,27.515,0.8134,0.0583,0.0138,42.082901,6.82460022,10.62812233,0.049118999,2
580,953,-157.8222156,21.25926083,Oahu,2.0,0.0,98.0,0.0,0.0,1.4630971190000002,0.0,0.0,0.0,5.052118534,6539.5,0.0,0.03401919999999999,1,1,0.3508142,2.9932152999999997,0.0,3.3990192,2.2738612000000002,27.451999999999998,0.9274700000000001,0.10980000300000001,0.098800004,55.79970169,9.481900215,5.673212051,0.167545006,1
263,469,-156.0083104,19.6406079,Hawaii,22.0,0.8,73.6,0.0,0.8,29.30054637,12.86647449,16.99157062,8.306022399,32.64681077,1358.122315,0.0,0.02655565,0,0,0.1023661,0.20657895,29.1233273,1.50484835,0.0,27.266,0.8348209999999999,0.061700001,0.035599999,40.11780167,8.738200187999999,7.760916233,0.074560001,3
365,599,-155.92365709999999,19.47071146,Hawaii,37.10104167,16.24166667,35.9125,1.466666667,6.459375,12.01028281,5.023531702,3.054362727,4.9570813419999995,11.89699474,10105.75,0.0,0.044903082999999996,0,0,0.1399374,0.311082533,29.1233273,1.0032322329999999,3.321122167,27.607,0.8353959999999999,0.072499998,0.0198,43.47570038,7.057300091,8.697020531,0.050294001,5
214,390,-156.1277226,20.85596228,Maui,1.677852381,1.006711409,86.57718115,10.40268462,0.335570436,1.947629482,10.28683404,3.6792304,7.715142901,45.82814112,1244.9454349999999,2.0725715,0.0009006999999999999,0,0,0.0134203,0.1798202,0.40112020000000004,0.0,1.9520475,26.428,0.863339,0.0964,0.075099997,51.5766983,9.090000153,48.38434982,0.092096999,2
594,970,-157.7998029,21.24695212,Oahu,0.4,0.0,90.0,2.4,7.2,0.0,0.0,0.0,0.0,4.912530254,16725.41797,0.0,0.0031228000000000002,0,0,0.29174429999999996,2.8807726000000002,0.0,0.0,1.728315,27.191,0.9307790000000001,0.10980000300000001,0.098800004,55.79970169,9.481900215,8.015092,0.196207,1
581,954,-157.8220564,21.26140755,Oahu,0.0,0.0,32.66666667,60.0,7.333333333,2.6706370130000003,5.842857704,2.286999334,0.0,5.209358182,6539.5,0.0,0.039421667,1,1,0.3508142,2.9947013,20.1282558,3.3990192,2.2804653999999998,27.451999999999998,0.9274700000000001,0.10980000300000001,0.098800004,55.79970169,9.481900215,5.673212051,0.167545006,1
470,782,-159.5760517,22.22453262,Kauai,9.377642417999999,1.375,54.74647331,18.25660999,15.92339699,1.5066373480000002,0.0,0.0,0.101538969,3.93437654,3446.2352539999997,8.20583886,0.00564396,0,1,0.0164428,0.12221112,10.461607,2.369221,0.93265192,27.469,1.041636,0.136099994,0.051399997999999995,53.63579941,10.06509972,83.81252136,0.073888201,2
423,703,-155.0688246,19.74751273,Hawaii,16.02516307,12.94268404,44.02842501,7.157502328,10.58480896,45.09073702,0.0,0.713212968,1.66317579,7.095131942999999,0.0,0.0,0.0,0,0,0.1261769,0.6723199000000001,0.0,0.0,7.1232676999999995,26.83200073,0.866944015,0.118299998,0.081,51.56980133,9.567000389,11.647346,0.15166300000000002,2
489,824,-159.30368049999998,22.08827845,Kauai,3.781392678,6.568683428,71.71803651,13.09931511,0.0,5.2822737669999995,0.101707033,0.02814064,0.0,9.099362389,20343.53906,33.505680100000006,0.1786057,0,0,0.059321500000000006,0.45407179999999997,0.0,0.0,0.8858319,26.686999999999998,0.984635,0.095899999,0.098800004,54.55739975,9.935700417,14.535404999999999,0.193045,1
547,906,-158.0049061,21.29506211,Oahu,1.3378075729999999,0.33333335,60.18791948,2.00671141,35.12975392,0.089293615,0.0,0.508999874,0.0,2.431834384,0.0,0.0,0.0,0,0,1.3667436000000002,2.7147374,0.0,0.0,2.2340422,27.499000000000002,0.980555,0.094300002,0.1285,55.51010132,9.3125,4.341537000000001,0.193888,1
472,785,-159.57396630000002,22.22650487,Kauai,9.166666667000001,21.45833333,55.0,13.54166667,0.0,16.02779607,19.02626357,22.02415601,6.265491035,9.324171326,4781.722168,7.896460032999999,0.004564367,0,1,0.0164428,0.1237461,0.0,0.0,0.7102879670000001,27.469,1.041636,0.136099994,0.051399997999999995,53.63579941,10.06509972,86.41101074,0.073550999,2
506,847,-158.2003856,21.4501083,Oahu,0.0,0.0,70.62706273,0.330032957,29.04290431,0.203705565,0.0,0.0,0.0,6.451981792000001,4696.839356,26.4286747,0.026194099999999998,1,0,0.2726134,0.5596259,20.1282558,0.0,0.0,27.819000000000003,0.9806950000000001,0.076099999,0.082999997,46.76119995,9.113499641,7.900175095,0.060695000000000006,1
117,192,-156.8695066,20.89684623,Lanai,22.5,20.83333333,41.66666667,14.79166667,0.208333333,7.179726637999999,48.39270967,0.695003445,0.0,3.1616544139999996,0.0,8.131658867,0.000386467,0,1,0.004582800000000001,0.48929943299999995,0.0,1.3700101,0.572737133,27.015,0.930063,0.127499998,0.09489999699999999,54.80400085,9.120699883,4.6195779230000005,0.237724004,2
242,441,-156.00271180000001,19.817619600000004,Hawaii,45.67740245,8.153264553,32.55826927,8.190570335,4.589169667,3.359927823,2.0503469119999997,0.568747187,5.331753743999999,11.79214597,0.0,0.0,0.005374814,0,0,0.0665927,0.326104143,29.1233273,1.2898700140000001,6.904977571,27.445999999999998,0.887525,0.086099997,0.171900004,54.18859863,8.215999603,12.34578323,0.051272001,5
25,41,-157.04359240000002,21.07768189,Molokai,41.33333334,1.0000000009999999,57.00000006,0.0,0.0,3.4862825589999997,11.61109757,0.627539981,4.264096331,7.027044107999999,0.0,0.0,0.0,0,0,0.0168928,0.5629010999999999,0.0,0.0,0.0804952,27.374000000000002,0.9114469999999999,0.125499994,0.148200005,55.81090164,9.300100327000001,27.042796000000003,0.140569,3
3,8,-157.2999378,21.14829708,Molokai,0.67567571,1.351351318,86.48648651,0.33783780399999996,5.743243281,0.069127893,0.0,0.0,0.0,3.34115985,0.0,0.1353924,0.00040599999999999995,0,0,0.013816899999999998,0.35385300000000003,0.0,0.0,0.0599429,27.474,0.9567129999999999,0.115400001,0.059300002000000004,53.95420074,9.429599762,39.139775,0.087039,1
115,190,-156.8704171,20.89839632,Lanai,46.875,12.08333333,32.29166667,7.708333333,0.41666666700000005,16.87277838,38.74380115,8.032947821,4.316926468999999,20.89305496,0.0,6.2799527,0.00028849999999999997,0,1,0.004582800000000001,0.49170273299999995,0.0,0.456670033,0.5658151,27.015,0.930063,0.127499998,0.09489999699999999,54.80400085,9.120699883,5.475785,0.227608,5
85,133,-156.9372183,20.73600241,Lanai,2.364864881,0.682665458,82.24370917,4.1099720369999995,8.895619783999999,10.85882453,13.10949759,5.250361843,0.027511302999999997,10.272165300000001,0.0,1.727096,0.0321216,0,0,0.0580965,0.1693927,0.12061179999999999,0.0330123,0.145182,27.517,0.9325,0.07980000200000001,0.136399999,56.41650009,9.186699867,5.646056175,0.182719007,2
528,873,-158.0773588,21.62604906,Oahu,1.133333333,2.0,67.8,7.466666667,20.0,1.613319569,0.0,0.007425138,0.0,8.230153022,18076.70247,4.798634367,0.009254766999999999,0,1,1.6804093,0.2863717,20.1282558,3.3990192,2.2751344,26.878,0.927989,0.172000006,0.0198,52.59493383,9.543733597000001,35.50551602,0.116965001,1
63,93,-156.9550526,21.20042532,Molokai,9.215384615,3.15,72.03076923,12.99615385,0.41346153799999996,67.96140409,39.99339513,22.61188679,13.23143325,222.96787859999998,0.0,0.0,0.0019329,0,0,0.0079788,0.0569274,1.405606,0.0,0.0,26.4048,0.9253636000000001,0.10980000300000001,0.069200002,54.27640152,9.620699883,39.96607971,0.1030558,2
13,20,-157.2590227,21.1973956,Molokai,1.33333335,3.748858432,58.01826482,29.7625571,6.118721462999999,13.83729584,12.60196715,8.349407869,12.32902241,7.97929704,2744.538818,0.3453849,0.0013927,0,0,0.013816899999999998,0.2622381,0.0,0.0,0.14427939999999997,27.075,0.975189,0.115400001,0.059300002000000004,53.95420074,9.429599762,39.547331,0.079663,2
346,564,-155.9264905,19.85794772,Hawaii,49.60069308,12.60749905,35.72528883,0.0,1.349511665,4.220858676000001,6.2156554889999995,0.39006841,0.452039759,20.86118914,778.0908814,0.0,0.0022677,0,0,0.0665927,0.2568725,0.0,3.0096967,7.35612225,27.415,0.8566370000000001,0.091600001,0.17000000199999998,54.06439972,8.343099594,6.496282101,0.054598997999999996,3
144,247,-156.67974519999999,20.98545213,Maui,1.013513514,0.33783780399999996,78.04054059,2.027027028,17.56756755,0.248492608,0.0,0.0,0.0,11.27711589,20329.39258,16.5385113,0.0326154,0,0,0.040849300000000005,0.5363842,0.0,0.0,1.8986337,26.936,0.8936649999999999,0.1285,0.106700003,54.86090088,9.352600098,5.8936209999999996,0.12139100000000001,1
267,474,-155.99008840000002,19.83297236,Hawaii,48.68769303,7.174887952000001,31.56613198,0.0,8.888799955,7.841919356,33.94454894,1.692584422,0.0,26.65214846,664.9140014999999,0.0,0.0025378,0,0,0.0665927,0.31121740000000003,0.0,3.0096967,7.3601046000000006,27.401999999999997,0.8821190000000001,0.091600001,0.17000000199999998,54.06439972,8.343099594,13.42225933,0.053619999,3
46,68,-156.984487,21.20684173,Molokai,8.64423077,11.43269231,65.59615385,9.932692309,0.25,32.35457597,9.652310415,16.39912254,2.187175982,51.79720404,84.8826447,0.0,0.00153835,0,0,0.0076533,0.04589555,1.1244688999999999,0.0,0.0,26.565,0.931942,0.122900002,0.06319999700000001,54.69839859,9.552900314,65.838872,0.077766,2
